,PDB,DUD-e,Split
4683,4hwt,False,train
4684,4ttv,False,train
4685,4zud,False,train
4686,4yay,False,train
4687,5cuu,False,train
4688,5zu0,False,train
4689,5zzw,False,train
4690,5x54,False,val
4691,4l7c,False,train
4692,4l7b,False,train
4693,6fmp,False,train
4694,4n1b,False,train
4695,4l7d,False,train
4696,6uf0,False,removed
4697,4xmb,False,train
4698,1a0t,False,removed
4699,5zop,False,train
4700,5zoo,False,train
4701,2vqm,False,train
4702,2vqj,False,train
4703,4cbt,False,train
4704,6fyz,False,train
4705,5a2s,False,train
4706,4cby,False,train
4707,4rxc,False,train
4708,5afx,False,train
4709,4rxd,False,train
4710,4rxe,False,train
4711,5ahu,False,train
4712,5ael,False,train
4713,2p1c,False,train
4714,2i19,False,train
4715,3egt,False,removed
4716,3sl0,False,train
4717,3sl1,False,train
4718,3mmr,False,train
4719,4aro,False,train
4720,4c1u,False,train
4721,4c1t,False,train
4722,4zs9,False,train
4723,2z8e,False,train
4724,4kv9,False,removed
4725,4kva,False,removed
4726,3e73,False,train
4727,4hwr,False,train
4728,4hwp,False,train
4729,4hwo,False,train
4730,4hws,False,train
4731,5unh,False,train
4732,5ung,False,train
4733,5unf,False,train
4734,6ds0,False,train
4735,5tvn,False,train
4736,6drx,False,train
4737,6dry,False,train
4738,6drz,False,train
4739,1t1s,False,train
4740,1t1r,False,val
4741,3r0i,False,train
4742,1onp,False,train
4743,2xix,False,train
4744,2xiy,False,train
4745,2xj0,False,train
4746,2xiz,False,train
4747,3c4e,False,val
4748,3vbt,False,train
4749,3vby,False,train
4750,3vbx,False,train
4751,3vbv,False,train
4752,3r00,False,train
4753,3vbw,False,train
4754,3r01,False,train
4755,1yi3,False,train
4756,4xh6,False,train
4757,5toe,False,train
4758,4bzn,False,train
4759,2o3p,False,train
4760,5tur,False,train
4761,4gw8,False,train
4762,2o63,False,train
4763,2o65,False,val
4764,3bgz,False,train
4765,4enx,False,train
4766,5tex,False,train
4767,2o64,False,train
4768,3umx,False,train
4769,5o11,False,removed
4770,5kcx,False,train
4771,2j2i,False,train
4772,5dhj,False,train
4773,4lm5,False,train
4774,3uix,False,train
4775,3jya,False,train
4776,4jx7,False,train
4777,6bsk,False,train
4778,3r04,False,train
4779,3jpv,False,train
4780,3bgp,False,train
4781,4n6y,False,train
4782,4eny,False,train
4783,2xj2,False,train
4784,3cy2,False,train
4785,3ma3,False,train
4786,3f2a,False,train
4787,4lmu,False,train
4788,2obj,False,train
4789,2xj1,False,train
4790,4alw,False,train
4791,2c3i,False,train
4792,3vc4,False,train
4793,4wsy,False,train
4794,4alu,False,train
4795,4n6z,False,train
4796,4k0y,False,train
4797,5dgz,False,train
4798,4bzo,False,train
4799,4wt6,False,train
4800,3bgq,False,train
4801,1xws,False,train
4802,1yhs,False,train
4803,4alv,False,train
4804,4mbi,False,train
4805,3jy0,False,train
4806,4xhk,False,train
4807,3umw,False,train
4808,4rpv,False,val
4809,3dcv,False,train
4810,4dtk,False,train
4811,4mbl,False,train
4812,5ipj,False,train
4813,4k18,False,train
4814,5iis,False,train
4815,3jxw,False,train
4816,3r02,False,train
4817,4ty1,False,train
4818,3vbq,False,train
4819,4wrs,False,train
4820,5eol,False,train
4821,3bwf,False,removed
4822,5kzi,False,train
4823,5v82,False,val
4824,6mt0,False,removed
4825,5dia,False,train
4826,6no9,False,removed
4827,5dwr,False,train
4828,4k1b,False,train
4829,4n70,False,train
4830,5tci,False,train
4831,5tcj,False,train
4832,6r4s,False,removed
4833,3jzj,False,train
4834,3k02,False,train
4835,3k00,False,train
4836,5ey4,False,removed
4837,5f2r,False,train
4838,3ldp,False,train
4839,3iuc,False,removed
4840,5f1x,False,train
4841,5evz,False,removed
4842,5exw,False,train
4843,4mp2,False,train
4844,5m4k,False,train
4845,4mp7,False,train
4846,4mpc,False,train
4847,4mpe,False,train
4848,4mpn,False,train
4849,5j71,False,train
4850,4v25,False,train
4851,5j6a,False,train
4852,2bu5,False,train
4853,6jaq,False,test
4854,6jad,False,test
4855,6jag,False,test
4856,6jbe,False,test
4857,6jap,False,test
4858,6jao,False,test
4859,6j9y,False,test
4860,6j9w,False,test
4861,6jam,False,test
4862,6jan,False,test
4863,6jb4,False,test
4864,6jbb,False,test
4865,6jb0,False,test
4866,2q8h,False,train
4867,2q8g,False,train
4868,3t2c,False,train
4869,2aqb,False,train
4870,2aq7,False,train
4871,1fj4,False,train
4872,2vb8,False,train
4873,2vba,False,train
4874,2gej,False,removed
4875,2gek,False,removed
4876,3g6m,False,train
4877,3pty,False,train
4878,4f7j,False,train
4879,4f6s,False,train
4880,4f70,False,train
4881,4f6u,False,train
4882,5xqx,False,train
4883,4f7n,False,train
4884,5hbh,False,train
4885,5idp,False,train
4886,4f6w,False,train
4887,5hvy,False,train
4888,4f7l,False,train
4889,5cei,False,train
4890,5xs2,False,train
4891,5icp,False,train
4892,5idn,False,val
4893,5hbj,False,train
4894,5hbe,False,train
4895,5bnj,False,train
4896,5fgk,False,train
4897,5i5z,False,train
4898,4crl,False,train
4899,4m3p,False,train
4900,4s3e,False,train
4901,4s3f,False,train
4902,4urn,False,val
4903,4url,False,train
4904,6fvn,False,removed
4905,6fvo,False,removed
4906,5agv,False,train
4907,5agu,False,train
4908,5x62,False,train
4909,6knh,False,removed
4910,2qpu,False,train
4911,6eu6,False,train
4912,6fne,False,removed
4913,6rz6,False,test
4914,6ibk,False,removed
4915,3gxt,False,train
4916,3tv8,False,train
4917,4nxs,False,train
4918,3s5y,False,train
4919,4i1r,False,train
4920,6h4a,False,removed
4921,6f7i,False,removed
4922,3k5i,False,train
4923,3mtw,False,train
4924,4pz8,False,train
4925,5j32,False,train
4926,5kxi,False,train
4927,6j7l,False,removed
4928,3c14,False,train
4929,1cs4,False,train
4930,2gvz,False,train
4931,1u0h,False,train
4932,2gvd,False,train
4933,1tl7,False,train
4934,1urg,False,removed
4935,5mi3,False,removed
4936,3u2q,False,train
4937,5mi9,False,removed
4938,4lqy,False,train
4939,4psx,False,train
4940,5ah2,False,val
4941,5wdl,False,train
4942,6fv4,False,train
4943,1v16,False,val
4944,1v1m,False,val
4945,1v11,False,val
4946,1olx,False,val
4947,1olu,False,val
4948,1ols,False,val
4949,3itc,False,train
4950,3k5x,False,train
4951,4do5,False,train
4952,4do4,False,train
4953,4iqt,False,train
4954,4iqu,False,train
4955,4ua8,False,train
4956,4uac,False,train
4957,6hm1,False,removed
4958,6kjf,False,test
4959,6kjd,False,test
4960,1k03,False,train
4961,2ihj,False,train
4962,5my8,False,train
4963,5mxx,False,train
4964,5xv7,False,train
4965,6aee,False,removed
4966,6iik,False,train
4967,6iin,False,train
4968,6iil,False,train
4969,1xos,False,train
4970,1xot,False,train
4971,1xlz,False,train
4972,1xn0,False,train
4973,1xm6,False,train
4974,1y2h,False,train
4975,1xmy,False,train
4976,1y2j,False,train
4977,1xlx,False,train
4978,1xmu,False,val
4979,1xm4,False,train
4980,2y1g,False,train
4981,3zhx,False,train
4982,2y1d,False,train
4983,3zhz,False,train
4984,3zi0,False,train
4985,4oma,False,train
4986,5dv4,False,train
4987,5dv2,False,removed
4988,2clm,False,train
4989,2cle,False,train
4990,2clf,False,train
4991,2clk,False,train
4992,2clo,False,train
4993,2clh,False,train
4994,2cll,False,train
4995,2cli,False,train
4996,1tjp,False,train
4997,1cw2,False,val
4998,1c9d,False,train
4999,1c29,False,train
5000,1c8v,False,train
5001,1a50,False,removed
5002,1cx9,False,val
5003,1d2e,False,train
5004,2bo4,False,train
5005,2y4k,False,removed
5006,2y4l,False,removed
5007,2y4m,False,train
5008,2zyn,False,train
5009,2zym,False,train
5010,3u78,False,train
5011,5btr,False,train
5012,4mww,True,train
5013,4mx0,True,train
5014,4mwy,True,train
5015,4mwx,True,train
5016,5jyy,True,train
5017,4mwu,True,train
5018,4mwq,True,train
5019,5l17,True,train
5020,4mwr,True,train
5021,4mwv,True,train
5022,5l15,True,train
5023,5ugh,False,train
5024,6hq4,False,removed
5025,6hq3,False,removed
5026,6hq7,False,removed
5027,2wzz,True,train
5028,3s22,True,train
5029,6s1s,True,removed
5030,4wyy,True,train
5031,2wzx,True,train
5032,3s1y,True,train
5033,4nk3,True,removed
5034,4wz4,True,train
5035,4x68,True,train
5036,1tok,False,val
5037,1cze,False,train
5038,1czc,False,train
5039,1tog,False,train
5040,1ahy,False,val
5041,1toj,False,train
5042,1ahx,False,train
5043,1toi,False,train
5044,1qm4,False,train
5045,3jyr,False,train
5046,5hn7,False,train
5047,5hn8,False,train
5048,5hna,False,train
5049,5hn9,False,train
5050,3ryw,False,train
5051,3rbm,False,val
5052,3ldw,False,val
5053,5oyd,False,train
5054,6hp5,False,removed
5055,6im4,False,removed
5056,5zw6,False,train
5057,5y24,False,train
5058,6a5e,False,removed
5059,6ami,False,removed
5060,6am8,False,removed
5061,6iql,False,test
5062,3oyl,False,train
5063,3s3n,False,train
5064,3s3m,False,train
5065,3s3o,False,train
5066,3oyn,False,train
5067,3rme,False,train
5068,2ybt,False,train
5069,3rm9,False,train
5070,3rm4,False,train
5071,3rm8,False,train
5072,2ybu,False,train
5073,3ti8,True,train
5074,3wqv,False,train
5075,3wqw,False,train
5076,5n1y,False,train
5077,4pji,False,train
5078,4pre,False,train
5079,6mt4,False,removed
5080,5wkh,False,train
5081,5wkf,False,train
5082,6mt6,False,removed
5083,4prb,False,train
5084,5t70,False,train
5085,4pri,False,train
5086,4mji,False,train
5087,6c98,False,train
5088,3qfd,False,train
5089,2x4s,False,train
5090,5t6z,False,train
5091,2x4u,False,train
5092,5w1v,False,train
5093,4mnq,False,train
5094,4jfd,False,train
5095,1zhk,False,train
5096,6mt5,False,removed
5097,5isz,False,train
5098,4jfe,False,train
5099,3bzf,False,val
5100,5jhd,False,train
5101,4prh,False,train
5102,4prd,False,train
5103,3hg1,False,train
5104,2x4o,False,val
5105,6bj3,False,val
5106,2x4r,False,train
5107,5jzi,False,train
5108,6eqa,False,train
5109,1zhl,False,train
5110,3o4l,False,train
5111,2x4t,False,train
5112,4ono,False,train
5113,4qok,False,train
5114,6bj2,False,val
5115,1xh3,False,train
5116,5w1w,False,train
5117,6c99,False,train
5118,4prn,False,train
5119,4prp,False,train
5120,4pr5,False,train
5121,4pra,False,train
5122,3u0p,False,train
5123,5nmg,False,train
5124,4l4v,False,train
5125,3ft4,False,train
5126,3bze,False,train
5127,3cii,False,train
5128,4wj5,False,train
5129,5bjt,False,train
5130,4u6x,False,train
5131,4o2f,False,train
5132,1xr8,False,train
5133,1x7q,False,train
5134,3bh9,False,train
5135,4u6y,False,train
5136,5nme,False,train
5137,5bs0,False,train
5138,1xr9,False,val
5139,3ft3,False,train
5140,3ft2,False,val
5141,3m17,False,train
5142,3bgm,False,train
5143,5nmf,False,train
5144,6dkp,False,removed
5145,3d25,False,train
5146,3rwj,False,val
5147,3bh8,False,train
5148,4o2e,False,train
5149,4o2c,False,train
5150,5brz,False,train
5151,3bhb,False,train
5152,6d78,False,removed
5153,4jff,False,train
5154,5u98,False,train
5155,3eqb,False,train
5156,3zly,False,train
5157,3zlw,False,val
5158,3zlx,False,train
5159,3zls,False,train
5160,3zm4,False,train
5161,5kkr,False,train
5162,4ark,False,train
5163,3v01,False,train
5164,5eym,False,train
5165,3e8n,False,train
5166,3mbl,False,train
5167,3v04,False,train
5168,3pp1,False,train
5169,4lmn,False,train
5170,6r1b,False,removed
5171,2ay2,False,train
5172,2ay9,False,train
5173,2ay8,False,train
5174,2ay1,False,train
5175,2ay7,False,train
5176,2ay5,False,train
5177,2ay4,False,train
5178,2ay6,False,train
5179,2ay3,False,train
5180,2qrl,False,train
5181,2qrk,False,train
5182,2zdx,False,train
5183,3d2r,False,removed
5184,2zkj,False,removed
5185,3g0i,False,train
5186,3okc,False,removed
5187,3okp,False,removed
5188,4xhl,False,train
5189,5mks,False,train
5190,5mkr,False,train
5191,3atv,False,removed
5192,5aqz,False,train
5193,5ar0,False,train
5194,4io8,False,train
5195,6fhk,False,removed
5196,3atu,False,removed
5197,3ay9,False,removed
5198,6bs4,False,removed
5199,6bs5,False,removed
5200,6bs3,False,removed
5201,1sqi,False,train
5202,2gsu,False,train
5203,4gzx,True,train
5204,4gzw,True,val
5205,4gzt,True,train
5206,4gzp,True,train
5207,4qn9,False,train
5208,5o7e,False,train
5209,5tv1,False,removed
5210,1iyl,False,train
5211,1ll4,False,train
5212,2wl4,False,train
5213,2wkt,False,train
5214,2wl5,False,train
5215,3zha,False,train
5216,4lil,False,train
5217,3tsz,False,train
5218,4a4c,False,train
5219,2y1n,False,train
5220,4gpl,False,train
5221,4u0n,False,train
5222,4zow,False,train
5223,1a4q,True,train
5224,1a4g,True,train
5225,1b9s,True,train
5226,1b9v,True,train
5227,1vcj,True,val
5228,1inf,True,train
5229,1b9t,True,train
5230,3hmp,False,train
5231,5ntt,False,train
5232,2x9e,False,train
5233,2zmd,False,train
5234,3wzk,False,train
5235,3vqu,False,train
5236,3hmo,False,train
5237,4d2s,False,train
5238,5eh0,False,train
5239,6h3k,False,train
5240,3wzj,False,train
5241,3wyx,False,train
5242,3w1f,False,train
5243,3wyy,False,train
5244,6n6o,False,removed
5245,4ks3,True,train
5246,4d8s,True,train
5247,4ks5,True,train
5248,4ks4,True,train
5249,4ks1,True,train
5250,4m3m,True,train
5251,4ks2,True,train
5252,4hxz,False,train
5253,4hym,False,train
5254,4hy1,False,train
5255,4qn7,True,train
5256,6e7v,False,removed
5257,3qel,False,train
5258,6e7w,False,removed
5259,6e7x,False,removed
5260,6e7r,False,removed
5261,5ewj,False,train
5262,6e7t,False,removed
5263,6e7u,False,removed
5264,6e7s,False,removed
5265,3qem,False,train
5266,5ewm,False,train
5267,2dw7,False,train
5268,4rn1,True,train
5269,3f07,True,train
5270,4rn2,True,train
5271,1t69,True,train
5272,5fcw,True,train
5273,4rn0,True,train
5274,2v5x,True,val
5275,3sff,True,train
5276,1w22,True,train
5277,3f0r,True,train
5278,6hsk,True,train
5279,3sfh,True,train
5280,3mz6,True,train
5281,3mz3,True,train
5282,5vi6,True,train
5283,2qwb,True,train
5284,1f8d,True,train
5285,2qwc,True,removed
5286,2qwg,True,train
5287,1f8e,True,train
5288,2qwd,True,train
5289,1nnb,True,removed
5290,4dgr,True,train
5291,1f8b,True,removed
5292,2qwf,True,train
5293,1xog,True,train
5294,1xoe,True,train
5295,1f8c,True,train
5296,2qwe,True,train
5297,1bji,True,train
5298,1zkl,False,train
5299,3g3n,False,train
5300,4pm0,False,train
5301,4y2b,False,train
5302,4ux6,False,train
5303,5ou2,False,train
5304,6d4w,False,removed
5305,6d4u,False,removed
5306,6d4r,False,removed
5307,6d4s,False,removed
5308,5ou1,False,train
5309,6d4q,False,removed
5310,5k4z,False,train
5311,5ou3,False,train
5312,5k4x,False,train
5313,6d4v,False,removed
5314,5j5r,False,train
5315,6d4t,False,removed
5316,5myv,False,train
5317,6jax,False,removed
5318,6jaw,False,removed
5319,6jay,False,removed
5320,6jav,False,removed
5321,2sfp,False,train
5322,3v4x,False,train
5323,4bhf,False,val
5324,4c5w,False,train
5325,4bgm,False,train
5326,4bgk,False,val
5327,4bg1,False,train
5328,4c8r,False,train
5329,4bhi,False,train
5330,4e70,False,train
5331,4hzz,True,train
5332,4hzw,True,train
5333,4hzx,True,train
5334,1n2v,False,train
5335,2z1w,False,train
5336,3tll,False,train
5337,3rr4,False,train
5338,1enu,False,train
5339,1k4h,False,train
5340,1s38,False,train
5341,3s1g,False,train
5342,1q65,False,train
5343,1q66,False,train
5344,4q4q,False,train
5345,1k4g,False,val
5346,1q63,False,val
5347,6fmn,False,removed
5348,3sm0,False,train
5349,4q4p,False,train
5350,4q4r,False,train
5351,4kwo,False,train
5352,1q4w,False,train
5353,1r5y,False,train
5354,6fpu,False,removed
5355,4leq,False,train
5356,4lbu,False,train
5357,1f3e,False,train
5358,4pum,False,train
5359,4pul,False,train
5360,4q4s,False,train
5361,3eou,False,train
5362,3gc5,False,train
5363,2qzr,False,train
5364,4puk,False,train
5365,4puj,False,train
5366,4q4o,False,train
5367,3gc4,False,train
5368,1s39,False,train
5369,5jxq,False,train
5370,3eos,False,train
5371,3ge7,False,train
5372,5jal,False,train
5373,5jah,False,train
5374,5ye8,False,train
5375,5lz2,False,train
5376,5jan,False,train
5377,5jao,False,train
5378,5lyy,False,val
5379,5ye7,False,train
5380,5jar,False,train
5381,5lz4,False,train
5382,5jas,False,train
5383,5lz8,False,val
5384,5lz7,False,train
5385,5lz5,False,train
5386,5ye9,False,train
5387,5jap,False,train
5388,5jat,False,train
5389,5i8p,False,train
5390,5lz9,False,train
5391,5i9i,False,train
5392,5yea,False,train
5393,5jau,False,train
5394,5lp1,False,train
5395,4eh8,True,train
5396,4eh9,True,train
5397,4ehv,True,train
5398,4eh6,True,train
5399,4eh4,True,train
5400,1w7h,True,train
5401,1wbo,True,train
5402,4eh5,True,train
5403,4eh2,True,train
5404,4eh7,True,train
5405,4eh3,True,train
5406,5etf,True,train
5407,1wbv,True,train
5408,1wbw,True,train
5409,1w84,True,train
5410,3hec,True,train
5411,4e6c,True,train
5412,5xyx,True,train
5413,3iw8,True,train
5414,3k3j,True,train
5415,3new,True,train
5416,5xyy,True,train
5417,2y8o,True,train
5418,1zz2,True,train
5419,1di9,False,train
5420,3iw6,True,train
5421,4dli,True,val
5422,3p79,True,train
5423,3hv6,True,train
5424,3iw7,True,train
5425,3k3i,True,train
5426,5eta,True,train
5427,1zyj,True,train
5428,4dlj,True,train
5429,1kv1,False,train
5430,3huc,True,train
5431,3iw5,True,train
5432,2gfs,True,train
5433,3hp2,True,train
5434,1wbs,True,train
5435,3hvc,True,train
5436,3p7a,True,train
5437,2bal,True,train
5438,2zb1,True,train
5439,3hv3,True,train
5440,2zaz,True,train
5441,3o8p,True,train
5442,1wbn,True,train
5443,3gcq,True,train
5444,1wbt,True,train
5445,3hv4,True,train
5446,3mpt,True,train
5447,5wjj,True,train
5448,2zb0,True,train
5449,5mz3,True,train
5450,1w82,True,train
5451,3heg,True,train
5452,4f9y,True,train
5453,3gcu,True,train
5454,1bl6,False,train
5455,6m95,True,removed
5456,1yw2,True,train
5457,4f9w,True,train
5458,3p78,True,val
5459,4r3c,True,train
5460,3l8s,True,train
5461,3zya,True,train
5462,3hv5,True,train
5463,6hwv,True,removed
5464,3p5k,True,train
5465,3gcv,True,train
5466,3hp5,True,train
5467,6sfk,True,removed
5468,1w83,True,train
5469,3gcs,True,train
5470,1a9u,False,train
5471,3nnu,True,train
5472,3ctq,True,train
5473,3kf7,True,train
5474,2bak,True,train
5475,4aa0,True,train
5476,3uvp,True,train
5477,6hwu,True,removed
5478,6m9l,True,removed
5479,3nnv,True,train
5480,6sfi,True,removed
5481,1bmk,False,train
5482,3iph,True,train
5483,3hl7,True,train
5484,4kiq,True,train
5485,3p7c,True,train
5486,3hrb,True,train
5487,1bl7,False,train
5488,3p7b,True,train
5489,6sfj,True,removed
5490,5mtx,True,train
5491,3uvq,True,train
5492,4aa5,True,train
5493,3s3i,True,val
5494,3gcp,True,train
5495,1ywr,True,train
5496,3mvl,True,train
5497,2qd9,True,train
5498,3d7z,True,train
5499,3hv7,True,train
5500,2ewa,True,train
5501,3nnx,True,train
5502,3l8x,True,train
5503,3fc1,True,train
5504,5ml5,True,train
5505,3e92,True,train
5506,2i0h,True,train
5507,3nnw,True,train
5508,4aa4,True,train
5509,3hub,True,train
5510,1yqj,True,train
5511,4lop,True,train
5512,4loq,True,train
5513,3nww,True,train
5514,4kip,True,train
5515,4loo,True,train
5516,4aac,True,train
5517,3roc,True,train
5518,5tco,True,train
5519,3c5u,True,val
5520,3hll,True,train
5521,6anl,True,train
5522,1zzl,True,train
5523,4kin,True,train
5524,3d83,True,train
5525,1ouy,True,train
5526,3s4q,True,train
5527,2baj,True,train
5528,3mvm,True,train
5529,3bx5,True,train
5530,2yix,True,train
5531,3gfe,True,train
5532,2rg5,True,train
5533,3ocg,True,train
5534,1m7q,True,train
5535,3dt1,True,train
5536,2rg6,True,train
5537,2yis,True,train
5538,3que,True,train
5539,3itz,True,train
5540,3e93,True,train
5541,5mty,True,train
5542,3rin,True,train
5543,5tbe,True,train
5544,4l8m,True,train
5545,3u8w,True,train
5546,3mw1,True,train
5547,2yiw,True,train
5548,3ds6,True,train
5549,1ove,True,train
5550,3gc7,True,train
5551,3bv3,True,train
5552,3bv2,True,train
5553,6ohd,True,removed
5554,3lhj,True,train
5555,1ouk,True,train
5556,1kv2,False,train
5557,1z6f,False,train
5558,5j8x,False,train
5559,2gh9,False,train
5560,2gyi,False,train
5561,3o2m,False,val
5562,4ux9,False,train
5563,2xrw,False,train
5564,2xs0,False,train
5565,3elj,False,train
5566,3v3v,False,train
5567,2g01,False,train
5568,4qtd,False,train
5569,4awi,False,train
5570,1ukh,False,train
5571,2h96,False,train
5572,2gmx,False,train
5573,4hys,False,train
5574,2no3,False,train
5575,4hyu,False,train
5576,4izy,False,train
5577,6jsz,False,test
5578,3zki,False,train
5579,3zlq,False,train
5580,2ewy,False,train
5581,1agw,False,train
5582,1fgi,False,train
5583,3c4f,True,train
5584,3rhx,True,train
5585,4f63,False,train
5586,5vnd,False,val
5587,4nka,False,train
5588,5am6,False,train
5589,4nks,False,train
5590,5am7,False,train
5591,4rwk,False,train
5592,4f64,False,train
5593,2fgi,False,train
5594,5a46,False,train
5595,4zsa,False,train
5596,6nvl,False,removed
5597,6itj,False,removed
5598,4rwl,False,train
5599,4v01,False,train
5600,4v04,False,train
5601,5a4c,False,train
5602,6mzq,False,removed
5603,6mzw,False,removed
5604,4nk9,False,train
5605,4f65,False,train
5606,4rwj,False,train
5607,5ur1,False,train
5608,4v05,False,train
5609,6mjf,False,train
5610,5o48,False,train
5611,4b12,False,train
5612,5g1z,False,train
5613,4b11,False,train
5614,4b13,False,train
5615,4a95,False,train
5616,4c68,False,train
5617,4b14,False,train
5618,5g22,False,train
5619,4bbh,False,train
5620,4caf,False,train
5621,2ynd,False,train
5622,4cae,False,train
5623,2yne,False,train
5624,3cl0,True,train
5625,3cl2,True,train
5626,3ckz,True,train
5627,4q3q,False,train
5628,4q3r,False,train
5629,4q3u,False,train
5630,4q3t,False,train
5631,4q3s,False,train
5632,5m17,False,train
5633,5m5d,False,train
5634,6fam,False,train
5635,4ad3,False,train
5636,6hmg,False,train
5637,4ad2,False,train
5638,4v27,False,train
5639,5lyr,False,train
5640,6peu,False,removed
5641,2fr8,False,removed
5642,2frd,False,removed
5643,2fsv,False,train
5644,3vzd,False,val
5645,4l02,False,train
5646,4v24,False,train
5647,6e3s,False,removed
5648,4zph,False,train
5649,6bg3,False,train
5650,5v83,False,train
5651,6p5w,False,removed
5652,3tdu,False,train
5653,6bg5,False,val
5654,6p5v,False,removed
5655,3tdz,False,train
5656,5v86,False,train
5657,5v88,False,train
5658,4m6u,False,train
5659,1mdl,False,train
5660,4hnc,False,train
5661,1mns,False,train
5662,4fp1,False,train
5663,3uxk,False,train
5664,3uxl,False,train
5665,1a7c,False,train
5666,4aqh,False,val
5667,4g8r,False,train
5668,4g8o,False,train
5669,6r8p,False,removed
5670,6r8q,False,removed
5671,6r8r,False,removed
5672,1rq2,False,train
5673,2f10,False,train
5674,1vcu,False,train
5675,2f0z,False,train
5676,2p53,False,train
5677,2zoq,False,removed
5678,4qtb,False,train
5679,3exh,False,val
5680,6cer,False,val
5681,3exf,False,val
5682,3exe,False,train
5683,3tt0,False,train
5684,3wpn,True,train
5685,1q0b,True,train
5686,3ken,True,train
5687,2uym,True,train
5688,2x7c,True,train
5689,2pg2,True,train
5690,3zcw,True,train
5691,2uyi,True,train
5692,1yrs,True,train
5693,6g6z,True,train
5694,6g6y,True,train
5695,3k3b,True,train
5696,2x7d,True,train
5697,4a51,True,train
5698,2ieh,True,train
5699,2fme,True,val
5700,2gm1,False,train
5701,2x2r,True,train
5702,2xae,True,train
5703,2g1q,True,train
5704,2fl6,True,train
5705,4a50,True,train
5706,4ap0,True,train
5707,4bxn,True,train
5708,3l9h,True,train
5709,5zo9,True,train
5710,5zo8,True,train
5711,4bbg,True,train
5712,2fky,True,train
5713,3cjo,True,train
5714,2q2z,True,train
5715,2fl2,True,train
5716,2q2y,True,train
5717,5zo7,True,val
5718,6hky,True,removed
5719,6hkx,True,removed
5720,5a4l,False,train
5721,5a4q,False,train
5722,6eil,False,train
5723,6eip,False,val
5724,6eij,False,train
5725,5a4t,False,train
5726,5a3x,False,train
5727,5a54,False,train
5728,6eir,False,train
5729,5a4e,False,train
5730,6eiq,False,train
5731,3anr,False,train
5732,6eis,False,train
5733,6t6a,False,test
5734,4ylk,False,val
5735,3anq,False,train
5736,6ej4,False,train
5737,4yll,False,train
5738,6eif,False,train
5739,4mq2,False,train
5740,4nct,False,train
5741,4mq1,False,train
5742,4aze,False,train
5743,4ylj,False,train
5744,2oq6,False,train
5745,5f2w,False,train
5746,2wwj,False,train
5747,2ybs,False,train
5748,2ybp,False,train
5749,2ybk,False,train
5750,5f32,False,train
5751,5f39,False,train
5752,2vd7,False,val
5753,5anq,False,train
5754,4ura,False,train
5755,6h4q,False,removed
5756,5f37,False,train
5757,3njy,False,train
5758,4bis,False,train
5759,5f5i,False,train
5760,5f3c,False,train
5761,6h4u,False,removed
5762,6h4v,False,removed
5763,5f2s,False,train
5764,3pdq,False,train
5765,5f3e,False,train
5766,6h4x,False,removed
5767,6h4o,False,removed
5768,5f3g,False,train
5769,6h4w,False,removed
5770,5vgi,False,train
5771,6h4p,False,removed
5772,6h4t,False,removed
5773,6h4r,False,removed
5774,5f3i,False,train
5775,6h4y,False,removed
5776,6h4s,False,removed
5777,5ly1,False,train
5778,5ly2,False,train
5779,2sim,True,removed
5780,6ft7,False,train
5781,2wu7,False,train
5782,6fyp,False,removed
5783,2wu6,False,train
5784,3q6k,False,train
5785,4i9c,False,train
5786,4pqa,False,train
5787,4qp2,True,val
5788,4qp6,True,train
5789,4qp1,True,val
5790,6g92,True,train
5791,2fys,True,train
5792,4erk,False,train
5793,3erk,False,train
5794,4fmq,True,train
5795,4h3q,True,train
5796,4qp7,True,train
5797,2gph,True,train
5798,6g91,True,train
5799,2ojg,True,train
5800,5ax3,True,removed
5801,2y9q,True,train
5802,1wzy,True,train
5803,4qp8,True,train
5804,5lcj,True,train
5805,4qta,True,train
5806,1tvo,True,train
5807,4n4s,True,train
5808,5bui,True,train
5809,2oji,True,train
5810,3w55,True,train
5811,4qp9,True,train
5812,4qyy,True,train
5813,6g9k,True,train
5814,4qpa,True,train
5815,5ngu,True,train
5816,5nhp,True,train
5817,6gjd,True,removed
5818,6g9a,True,val
5819,6g93,True,train
5820,5lck,True,train
5821,6g9m,True,train
5822,6gjb,True,removed
5823,6dcg,True,train
5824,6cpw,True,train
5825,5nhj,True,train
5826,5buj,True,train
5827,6g9d,True,train
5828,6g97,True,train
5829,6g9j,True,train
5830,6g9h,True,train
5831,5k4i,True,train
5832,6g9n,True,train
5833,5bue,True,train
5834,5nhv,True,val
5835,6ge0,True,train
5836,2ojj,True,train
5837,3i5z,True,train
5838,4i5h,True,train
5839,3i60,True,train
5840,5nhh,True,train
5841,4o6e,True,train
5842,1pme,False,train
5843,5nhf,True,train
5844,5nhl,True,train
5845,5nho,True,train
5846,4xj0,True,train
5847,5ke0,True,train
5848,5bvf,True,train
5849,5bvd,True,train
5850,6slg,True,removed
5851,5bve,True,train
5852,1h8l,False,train
5853,1s64,False,train
5854,5wa1,False,train
5855,3c3q,False,train
5856,3c3o,False,train
5857,3c3r,False,val
5858,5v3r,False,val
5859,3qpo,False,train
5860,3hqw,False,train
5861,2o8h,False,train
5862,5i2r,False,train
5863,3qpn,False,train
5864,2ovv,False,train
5865,3qpp,False,train
5866,3hqy,False,train
